# Parameters: n_bins=90, n_traj=5, diffusion=1, dt=0.005, basis: standard
1.000000000000000000e+04,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,7.000000000000000000e+00,6.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+04,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,6.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,1.700000000000000000e+01
1.000000000000000000e+04,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,6.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+04,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,6.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,1.700000000000000000e+01
1.000000000000000000e+04,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.400000000000000000e+01,1.500000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,7.000000000000000000e+00,6.000000000000000000e+00,1.700000000000000000e+01
1.000000000000000000e+04,2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.500000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.600000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+04,3.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,1.000000000000000000e+01,7.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,1.700000000000000000e+01
1.000000000000000000e+04,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,6.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+04,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.500000000000000000e+01,1.700000000000000000e+01,8.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.800000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,7.000000000000000000e+00,6.000000000000000000e+00,1.600000000000000000e+01
1.000000000000000000e+04,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,6.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.400000000000000000e+01,1.500000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+05,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,6.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+05,5.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.500000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.600000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+05,4.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+05,2.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,8.000000000000000000e+00,9.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+05,2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+01,5.000000000000000000e+00,6.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+05,2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,1.000000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.400000000000000000e+01,1.500000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,5.000000000000000000e+00,6.000000000000000000e+00,1.700000000000000000e+01
1.000000000000000000e+05,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,6.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,1.700000000000000000e+01
1.000000000000000000e+05,4.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,8.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,7.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+05,2.000000000000000000e+00,3.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+05,2.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,9.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,3.000000000000000000e+00,4.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+06,2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.400000000000000000e+01,1.500000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,5.000000000000000000e+00,6.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+06,2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,5.000000000000000000e+00,6.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+06,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,8.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,7.000000000000000000e+00,6.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+06,2.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,5.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+06,7.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+06,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,8.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,7.000000000000000000e+00,6.000000000000000000e+00,1.700000000000000000e+01
1.000000000000000000e+06,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,6.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+06,2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.400000000000000000e+01,1.500000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+06,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,6.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+06,2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+07,2.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.800000000000000000e+01,3.000000000000000000e+00,4.000000000000000000e+00,1.900000000000000000e+01
1.000000000000000000e+07,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,6.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+07,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.500000000000000000e+01,1.700000000000000000e+01,6.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.600000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+07,2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+07,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,6.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,9.000000000000000000e+00,8.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+07,2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,7.000000000000000000e+00,6.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+07,2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,8.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+07,8.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+07,2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01
1.000000000000000000e+07,2.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,8.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,5.000000000000000000e+00,6.000000000000000000e+00,1.800000000000000000e+01
